headword,pinyin_tone,pinyin_plain,definition
风雨漂摇,fēngyǔpiāoyáo,fengyupiaoyao,比喻局势动荡不安，很不稳定。同风雨飘摇”。
风雨飘零,fēngyǔpiāolíng,fengyupiaoling,受风雨吹打而飘失零落。
风雨飘飖,fēngyǔpiāoyáo,fengyupiaoyao,比喻局势动荡不安，很不稳定。同风雨飘摇”。
风雨凄凄,fēngyǔqīqī,fengyuqiqi,凄凄寒冷。风雨交加，清冷凄凉。
风雨如晦,fēngyǔrúhuì,fengyuruhui,指白天刮风下雨，天色暗得象黑夜一样。形容政治黑暗，社会不安。
风雨如盘,fēngyǔrúpán,fengyurupan,盘大石头。形容风雨极大。
风雨如磐,fēngyǔrúpán,fengyurupan,磐大石头。形容风雨极大。
风雨时若,fēngyǔshíruò,fengyushiruo,指风调雨顺。
风雨无阻,fēngyǔwúzǔ,fengyuwuzu,不受刮风下雨的阻碍。指预先约好的事情，一定按期进行。
风雨萧条,fēngyǔxiāotiáo,fengyuxiaotiao,萧条寂寞。风雨交加，显出冷落的景象。
风雨亿,fēngyǔyáobǎi,fengyuyaobai,在风雨中飘荡不安，比喻局势动荡不安。
风语不透,fēngyǔbùtòu,fengyubutou,形容异常严密。
风月无边,fēngyuèwúbiān,fengyuewubian,极言风景之佳胜。
风月无涯,fēngyuèwúyá,fengyuewuya,极言风景之佳胜。同风月无边”。
风云变幻,fēngyúnbiàhuàn,fengyunbiahuan,象风云那样变化不定。比喻时局变化迅速，动向难以预料。
风云变态,fēngyúnbiàntài,fengyunbiantai,变态改变常态。风云改变常态。形容诗文变化多姿。
风云不测,fēngyúnbùcè,fengyunbuce,比喻变幻莫测的局势。
风云际会,fēngyúnjìhuì,fengyunjihui,风云比喻难得的机会；际会遇合。比喻有能力的人遇上好机会。
风云突变,fēngyúntūbiàn,fengyuntubian,风云比喻变幻动荡的局势。局势突然发生了变化。
风云月露,fēngyúnyuèlù,fengyunyuelu,指绮丽浮靡，吟风弄月的诗文。
风云之志,fēngyúnzhīzhì,fengyunzhizhi,像风云那样雄大高远的志向。
风韵犹存,fēngyùnyóucún,fengyunyoucun,形容中年妇女仍然保留着优美的风姿。
风栉雨沐,fēngzhìyǔmù,fengzhiyumu,栉梳子、篦子等梳头发的用具；沐沐浴、洗。风梳头，雨洗发，形容奔波劳碌，风雨不停。
风中秉烛,fēngzhōngbǐngzhú,fengzhongbingzhu,秉拿着。风中拿着烛易灭。比喻临近死亡的人或行将消灭的事物。
风烛草露,fēngzhúcǎolù,fengzhucaolu,风中之烛易灭，草上之露易干。比喻人已衰老，临近死亡。
风烛之年,fēngzhúzhīnián,fengzhuzhinian,比喻人到了接近死亡的晚年。
风姿绰约,fēngzīchuōyué,fengzichuoyue,风风度；绰约女子姿态柔美。形容女子风韵姿态柔美动人。
封刀挂剑,fēngdāoguàjiàn,fengdaoguajian,比喻运动员结束竞技生涯，不再参加正式比赛。
封官许原,fēngguānxǔyuán,fengguanxuyuan,封赏官职和许诺报酬。现多指为了使他人为己所用而答应给以名利地位。
封胡遏末,fēnghúèmò,fenghuemo,比喻优秀子弟。
封胡羯末,fēnghújiémò,fenghujiemo,均为兄弟的小名封指谢韶，胡指谢朗，羯指谢玄，末指谢川◇用以称美兄弟子侄之辞。
封己守残,fēngjǐshǒucán,fengjishoucan,指固步自封，抱残守缺。
封金挂印,fēngjīnguàyìn,fengjinguayin,指不受赏赐，辞去官职。
封豕长蛇,fēngshǐchángshé,fengshichangshe,封大；封豕大猪；长蛇大蛇。贪婪如大猪，残暴如大蛇。比喻贪暴者、侵略者。
封豨修蛇,fēngxīyǒushé,fengxiyoushe,比喻贪暴者、侵略者。同封豕长蛇”。
烽鼓不息,fēnggǔbùxī,fenggubuxi,烽鼓烽火与战鼓；息停止。比喻战乱不止。
烽火连年,fēnghuòliánnián,fenghuoliannian,烽火古时边防报警的烟火。比喻战火或战争。指战火连年不断。
烽火连天,fēnghuǒliántiān,fenghuoliantian,形容战火遍及各地。
烽火四起,fēnghuǒsìqǐ,fenghuosiqi,战争的火焰从四面八方燃烧起来。形容边防不安宁，四处有敌人进犯。
烽火相连,fēnghuǒxiānglián,fenghuoxianglian,烽火古代边防报警的烟火。指边防常抓不懈，比喻战火不断。
猦穅及米,shìkǎnjímǐ,shikanjimi,比喻逐步侵蚀渐及全体。
葑菲之采,fēngfēizhīcǎi,fengfeizhicai,不可因葑菲根茎味苦而连叶也不采。原比喻夫妻相处，应发德为重，不可因女子容颜衰退而遗弃◇常用作请人有所采取的谦词。
锋不可当,fēngbùkědāng,fengbukedang,锋锋芒，指刀剑的刃和尖；当阻挡、承受。锋芒纯利，没有东西可以承受。形容气势极盛，不可阻挡。
锋镝余生,fēngdíyúshēng,fengdiyusheng,锋锋芒。镝箭镞。指从刀箭下逃生或经过战乱后而活下来。
锋发韵流,fēngfāyùnliú,fengfayunliu,指文章笔锋犀利，情韵欲流。
锋芒逼人,fēngmángbīrén,fengmangbiren,锋刀锋；芒枪头。比喻言词锋利，给人以威胁。
锋芒不露,fēngmángbùlù,fengmangbulu,锋芒刀剑的尖端，比喻显露出来的才干或心机；露显露。有才干或心机却不外露。形容满腹才干或心机，表面上看不出来。
锋芒所向,fēngmángsuǒxiàng,fengmangsuoxiang,向指向。指斗争中矛头所指的地方。
锋铓毕露,fēngmángbìlù,fengmangbilu,锐气和才华全都显露出来。多指人好表现自己。同锋芒毕露”。
蜂虿有毒,fēngchàiyǒudú,fengchaiyoudu,虿蝎子一类的毒虫。比喻有些人物，地位虽低，但能害人，不可轻视。
蜂虿作于怀袖,fēngchàizuòyúhuáixiù,fengchaizuoyuhuaixiu,比喻出乎意外的惊吓。
蜂出泉流,fēngchūquánliú,fengchuquanliu,像群蜂倾巢，如泉水涌流。形容一时并作。
蜂房蚁穴,fēngfángyǐxué,fengfangyixue,比喻各自占据一方。
蜂附云集,fēngfùyúnjí,fengfuyunji,比喻人众从各处聚集。
蜂合豕突,fēnghéshǐtū,fengheshitu,如群蜂聚集，似野猪奔突。比喻众人杂沓会合，横冲直撞。
蜂合蚁聚,fēnghéyǐjù,fengheyiju,形容人群蜂蚁般杂乱地聚集在一起。同蜂屯蚁聚”。
蜂窠蚁穴,fēngkēyǐxué,fengkeyixue,比喻占据的地方极为窄小，借以对偏安一隅的地方势力的蔑称。
蜂狂蝶乱,fēngkuángdiéluàn,fengkuangdieluan,旧指男女间行为放荡。
蜂媒蝶使,fēngméidiéshǐ,fengmeidieshi,花间飞舞的蜂蝶。比喻为男女双方居间撮合或传递书信的人。
蜂迷蝶猜,fēngmídiécāi,fengmidiecai,比喻男子对女子的思慕。
蜂迷蝶恋,fēngmídiéliàn,fengmidielian,旧指男女间行为放荡。同蜂狂蝶乱”。
蜂目豺声,fēngmùcháishēng,fengmuchaisheng,眼睛象蜂，声音象豺。形容坏人的面貌声音。
蜂起云涌,fēngqǐyúnyǒng,fengqiyunyong,比喻许多事物相继兴起，声势很大。
蜂趋蚁附,fēngqūyǐfù,fengquyifu,比喻很多人迎合投靠。
蜂扇蚁聚,fēngshānyǐjù,fengshanyiju,蜂翅扇动，蚂蚁聚合。比喻人虽众多但起不了大作用。
蜂识莺猜,fēngshíyīngcāi,fengshiyingcai,比喻男子对女子的思慕。同蜂迷蝶猜”。
蜂屯乌合,fēngtúnwūhé,fengtunwuhe,形容人群蜂蚁般杂乱地聚集在一起。同蜂屯蚁聚”。
蜂屯蚁附,fēngtúnyǐfù,fengtunyifu,形容人群蜂蚁般杂乱地聚集在一起。同蜂屯蚁聚”。
蜂屯蚁聚,fēngtúnyǐjù,fengtunyiju,形容成群的人聚集在一处。
蜂屯蚁杂,fēngtúnyǐzá,fengtunyiza,形容人群蜂蚁般杂乱地聚集在一起。同蜂屯蚁聚”。
蜂腰削背,fēngyāoxuēbèi,fengyaoxuebei,细腰窄背。形容轻盈俊俏。同蜂腰猿背”。
蜂腰猿背,fēngyāoyuánbèi,fengyaoyuanbei,细腰窄背。形容轻盈俊俏。
蜂营蚁队,fēngyíngyǐduì,fengyingyidui,比喻乌合之众。
蜂拥而来,fēngyōngérlái,fengyongerlai,象蜂群似的拥挤着过来。形容许多人一起过来。
蜂拥而上,fēngyōngérshàng,fengyongershang,形容许多人一起涌上来。
蜂拥而至,fēngyōngérzhì,fengyongerzhi,像一窝蜂似地一拥而来。形容很多人乱哄哄地朝一个地方聚拢。
蜂拥蚁聚,fēngyōngyǐjù,fengyongyiju,形容人群蜂蚁般杂乱地聚集在一起。同蜂屯蚁聚”。
蜂拥蚁屯,fēngyōngyǐtún,fengyongyitun,形容人群蜂蚁般杂乱地聚集在一起。同蜂屯蚁聚”。
蜂攒蚁集,fēngcuányǐjí,fengcuanyiji,形容人群蜂蚁般杂乱地聚集在一起。同蜂屯蚁聚”。
蜂攒蚁聚,fēngcuányǐjù,fengcuanyiju,形容人群蜂蚁般杂乱地聚集在一起。同蜂屯蚁聚”。
冯河暴虎,fénghébàohǔ,fenghebaohu,犹言暴虎冯河。比喻有勇无谋，鲁莽冒险。
冯髈弹铗,fénghuāndànjiá,fenghuandanjia,指怀才不遇或有才华的人希望得到恩遇。
冯生弹铗,féngshēngdànjiá,fengshengdanjia,指怀才不遇或有才华的人希望得到恩遇。
冯唐白首,féngtángbáishǒu,fengtangbaishou,汉朝冯唐身历三朝，到武帝时，举为贤良，但年事已高不能为官。感慨生不逢时或表示年寿老迈。同冯唐易老”。
冯唐头白,féngtángtóubái,fengtangtoubai,汉朝冯唐身历三朝，到武帝时，举为贤良，但年事已高不能为官。感慨生不逢时或表示年寿老迈。同冯唐易老”。
冯唐已老,féngtángyǐlǎo,fengtangyilao,汉朝冯唐身历三朝，到武帝时，举为贤良，但年事已高不能为官。感慨生不逢时或表示年寿老迈。同冯唐易老”。
冯唐易老,féngtángyìlǎo,fengtangyilao,汉朝冯唐身历三朝，到武帝时，举为贤良，但年事已高不能为官。感慨生不逢时或表示年寿老迈。
逢场竿木,féngchǎnggānmù,fengchangganmu,比喻偶尔凑凑热闹的人。
逢场游戏,féngchǎngyóuxì,fengchangyouxi,犹言逢场作戏。偶尔凑凑热闹。
逢场作乐,féngchǎngzuòlè,fengchangzuole,犹言逢场作戏。偶尔随俗应酬凑凑热闹。
逢场作趣,féngchǎngzuòqù,fengchangzuoqu,犹言逢场作戏。偶尔随俗应酬凑凑热闹。
逢恶导非,féngèdǎofēi,fengedaofei,指逢迎坏人，助长恶行。
逢机遘会,féngjīgòuhuì,fengjigouhui,遭逢机会。
逢机立断,féngjīlìduàn,fengjiliduan,犹言当机立断。
逢吉丁辰,féngjídīngchén,fengjidingchen,指遇上好时运。
逢君之恶,féngjūnzhīè,fengjunzhie,执迎合昏庸的执政者，引他去干坏事。
逢人说项,féngrénshuōxiàng,fengrenshuoxiang,项指唐朝诗人项斯。遇人便赞扬项斯。比喻到处为某人某事吹嘘，说好话。
逢山开道,féngshānkāidào,fengshankaidao,形容不畏艰险，在前开路。常与遇水叠桥”连用。
逢山开路,féngshānkāilù,fengshankailu,形容不畏艰险，在前开道。
逢时遇节,féngshíyùjié,fengshiyujie,时季节；节节气。遇到四季节令。指过年过节的时候。
逢凶化吉,féngxiōnghuàjí,fengxionghuaji,逢遭遇；凶不幸；吉吉利、吉祥。遇到凶险转化为吉祥、顺利。这是带有迷信的说法。
缝衣浅带,féngyīqiǎndài,fengyiqiandai,宽袖大带是古代儒者的服饰，借指儒者。
讽德诵功,fěngdésònggōng,fengdesonggong,赞美、颂扬功德。
讽多要寡,fěngduōyàoguǎ,fengduoyaogua,讽谕之言多，切要之言少。
讽一劝百,fěngyīquànbǎi,fengyiquanbai,讽用委婉含蓄的言语批评、指责；劝劝告，劝戒。委婉含蓄地批评、指责一个，使大家都受到教育。
凤表龙姿,fèngbiǎolóngzī,fengbiaolongzi,形容英俊的仪表。
凤泊鸾漂,fèngbóluánpiāo,fengboluanpiao,飘、泊随流飘荡。原形容书法笔势潇洒飘逸，后比喻夫妻离散或文人失意。
凤泊鸾飘,fèngbóluánpiāo,fengboluanpiao,比喻有才之人不得志，飘泊无定。
凤采鸾章,fèngcǎiluánzhāng,fengcailuanzhang,形容诗文的文采华丽。
凤彩鸾章,fèngcǎiluánzhāng,fengcailuanzhang,形容诗文的文采华丽。
凤愁鸾怨,fèngchóuluányuàn,fengchouluanyuan,比喻夫妻间因思念而生的愁怨。
凤雏麟子,fèngchúlínzǐ,fengchulinzi,比喻贵族子孙或称誉佳子弟。
凤附龙攀,fèngfùlóngpān,fengfulongpan,指依附帝王权贵建功立业。
凤歌鸾舞,fènggēluánwǔ,fenggeluanwu,神鸟歌舞。比喻美妙的歌舞。
凤骨龙姿,fènggǔlóngzī,fenggulongzi,形容超凡的体格和仪态。
凤冠霞帔,fèngguānxiápèi,fengguanxiapei,旧时富家女子出嫁时的装束，以示荣耀。也指官员夫人的礼服。
凤管鸾笙,fèngguǎnluánshēng,fengguanluansheng,笙箫之乐的美称。
凤管鸾箫,fèngguǎnluánxiāo,fengguanluanxiao,笙箫之乐的美称。
凤皇来仪,fènghuángláiyí,fenghuanglaiyi,凤凰来舞，仪表非凡。古代指吉祥的征兆。同凤凰来仪”。
凤皇于飞,fènghuángyúfēi,fenghuangyufei,比喻夫妻和好恩爱。常用以祝人婚姻美满。同凤凰于飞”。
凤皇于蜚,fènghuángyúfēi,fenghuangyufei,比喻夫妻和好恩爱。常用以祝人婚姻美满。同凤凰于飞”。
凤凰来仪,fènghuángláiyí,fenghuanglaiyi,仪容仪。凤凰来舞，仪表非凡。古代指吉祥的征兆。
凤凰于飞,fènghuángyúfēi,fenghuangyufei,本指凤和凰相偕而飞。比喻夫妻和好恩爱。常用以祝人婚姻美满。
凤凰在笯,fènghuángzàinú,fenghuangzainu,?耗窳。凤凰被关在笼中。比喻有才能者不能施展报负。
凤狂龙躁,fèngkuánglóngzào,fengkuanglongzao,形容心情烦躁，精神失常。
凤楼龙阙,fènglóulóngquè,fengloulongque,形容华美的宫阙楼台。
凤毛鸡胆,fèngmáojīdǎn,fengmaojidan,凤的羽毛，鸡的胆子。比喻外表英武而实际怯弱。
凤毛济美,fèngmáojìměi,fengmaojimei,旧时比喻父亲做官，儿子能继承父业。
凤毛龙甲,fèngmáolóngjiǎ,fengmaolongjia,凤的羽毛，龙的鳞甲。比喻珍贵之物。
凤靡鸾吪,fèngmǐluáné,fengmiluane,靡指凤死；吪指鸾死。比喻人死。旧时多作挽辞。
凤鸣朝阳,fèngmíngzhāoyáng,fengmingzhaoyang,朝阳早晨的太阳。凤凰在早晨的阳光中鸣叫。比喻有高才的人得到发挥的机会。
凤鸣鹤唳,fèngmínghèlì,fengmingheli,形容优美的声音。
凤鸣麟出,fèngmínglínchū,fengminglinchu,凤凰鸣唱，麒麟出现。比喻贤人出现。
凤食鸾栖,fèngshíluánqī,fengshiluanqi,鸾凤非竹实不食，非悟桐不栖。比喻高位或帝位。
凤髓龙肝,fèngsuǐlónggān,fengsuilonggan,比喻珍奇美味。
凤叹虎视,fèngtànhǔshì,fengtanhushi,形容谈吐文雅，器宇轩昂。
凤舞龙飞,fèngwǔlóngfēi,fengwulongfei,形容书法笔势有力，灵活舒展。
凤舞龙蟠,fèngwǔlóngpán,fengwulongpan,凤凰飞舞，蛟龙盘曲。形容相配得当。
凤舞鸾歌,fèngwǔluángē,fengwuluange,①形容美妙的歌舞。②仙舞的两支曲名。
凤枭同巢,fèngxiāotóngcháo,fengxiaotongchao,凤凤凰，吉祥的象征；枭恶鸟的象征。神鸟与恶鸟同在一个窝里。比喻好和坏混在一起不分。
凤箫龙管,fèngxiāolóngguǎn,fengxiaolongguan,指笙箫一类管乐的吹奏声。
凤箫鸾管,fèngxiāoluánguǎn,fengxiaoluanguan,笙箫之类的吹奏乐。
凤协鸾和,fèngxiéluánhé,fengxieluanhe,形容夫妻和睦，感情融洽。
凤仪兽舞,fèngyíshòuwǔ,fengyishouwu,表示圣贤教化的功效极大，能使神异的鸟兽奋然起舞。
凤臆龙鬵,fèngyìlóngqí,fengyilongqi,凤凰的胸脯，龙的颈毛。比喻骏马的雄奇健美。
凤吟鸾吹,fèngyínluánchuī,fengyinluanchui,比喻极为美妙的歌声。
凤引九雏,fèngyǐnjiǔchú,fengyinjiuchu,为天下太平、社会繁荣的吉兆。
凤友鸾交,fèngyǒuluánjiāo,fengyouluanjiao,①比喻有情男女结成的夫妇。②比喻男女间情投意合。
凤友鸾谐,fèngyǒuluánxié,fengyouluanxie,比喻男女间情投意合。同凤友鸾交”。
凤只鸾孤,fèngzhīluángū,fengzhiluangu,只单独。鸾传说是凤凰一类的鸟。凤和鸾比喻夫妻。单只的凤，孤独的鸾。比喻夫妻离散。
凤翥龙蟠,fèngzhùlóngpán,fengzhulongpan,像凤凰飞舞，蛟龙盘曲。比喻体势的飞扬劲建，回旋多姿。
凤翥龙骧,fèngzhùlóngxiāng,fengzhulongxiang,形容奋发有为。
凤翥龙翔,fèngzhùlóngxiáng,fengzhulongxiang,翥鸟向上飞；翔盘旋飞翔。龙飞凤舞，形容气势非凡。
凤翥鸾回,fèngzhùluánhuí,fengzhuluanhui,翥高飞。比喻书法笔势飞动舒展。
凤翥鸾翔,fèngzhùluánxiáng,fengzhuluanxiang,像凤凰高飞。比喻女子婚姻美满得意。
凤翥鹏翔,fèngzhùpéngxiáng,fengzhupengxiang,形容奋发有为。
凤子龙孙,fèngzǐlóngsūn,fengzilongsun,帝王或贵族的后代。
奉辞伐罪,fèngcífázuì,fengcifazui,指奉严正之辞而讨有罪。
奉公不阿,fènggōngbùē,fenggongbue,奉行公事而不去迎合别人。
奉公克己,fènggōngkèjǐ,fenggongkeji,指严以律己，一心为公。
奉公如法,fènggōngrúfǎ,fenggongrufa,奉行公事，遵守法令。
奉公正己,fènggōngzhèngjǐ,fenggongzhengji,奉行公事严格地约束自己。
